FORENING_AKTORID;FORENING_ETTERNAVN;FYLKENUMMER;FYLKE;OVERLIGGENDE_FORENING_AKTØRID;FORENING_OVERLIGGENDE;KATEGORIKODE
10159;Stallvik Skytterlag;50;Trøndelag;10045;Fosen Skyttersamlag;DFS
11026;Ørland Flystasjon;50;Trøndelag;10045;Fosen Skyttersamlag;MIL
10164;Ørlendingen Skytterlag;50;Trøndelag;10045;Fosen Skyttersamlag;DFS
10769;Lensvik/Selven Skytterlag;50;Trøndelag;10046;Uttrøndelag Skyttersamlag;DFS
10149;Bjugn Skytterlag;50;Trøndelag;10045;Fosen Skyttersamlag;DFS
10157;Lysøysund Skytterlag;50;Trøndelag;10045;Fosen Skyttersamlag;DFS
10150;By Skytterlag;50;Trøndelag;10045;Fosen Skyttersamlag;DFS
10152;Herfjord Skytterlag;50;Trøndelag;10045;Fosen Skyttersamlag;DFS
10161;Sørdalen Skytterlag;50;Trøndelag;10045;Fosen Skyttersamlag;DFS
10153;Hofstaddalen Skytterlag;50;Trøndelag;10045;Fosen Skyttersamlag;DFS
10154;Kiran Skytterlag;50;Trøndelag;10045;Fosen Skyttersamlag;DFS
10155;Osen (fosen) Skytterlag;50;Trøndelag;10045;Fosen Skyttersamlag;DFS
10160;Steinsdalen Skytterlag;50;Trøndelag;10045;Fosen Skyttersamlag;DFS
10169;Lønset Skytterlag;50;Trøndelag;10048;Gauldal Skyttersamlag;DFS
10171;Midtbygden (nedlagt 1/6-2011);50;Trøndelag;10048;Gauldal Skyttersamlag;DFS
10967;NROF Oppdal;50;Trøndelag;10048;Gauldal Skyttersamlag;MIL
10172;Opdal og Midtbygden Skytterlag;50;Trøndelag;10048;Gauldal Skyttersamlag;DFS
10168;Innset Skytterlag;50;Trøndelag;10048;Gauldal Skyttersamlag;DFS
10173;Rennebu Skytterlag;50;Trøndelag;10048;Gauldal Skyttersamlag;DFS
10770;Løkken Skytterlag;50;Trøndelag;10046;Uttrøndelag Skyttersamlag;DFS
10170;Meldal Skytterlag;50;Trøndelag;10048;Gauldal Skyttersamlag;DFS
10413;Rindalsskogen Skytterlag;50;Trøndelag;10042;Nordmør Skyttersamlag;DFS
10763;Geitanes Skytterlag;50;Trøndelag;10046;Uttrøndelag Skyttersamlag;DFS
10968;NROF Orkla;50;Trøndelag;10046;Uttrøndelag Skyttersamlag;MIL
10776;Orkla Skytterlag;50;Trøndelag;10046;Uttrøndelag Skyttersamlag;DFS
10424;Brekken/Aursund Skytterlag;50;Trøndelag;10022;Nord-Østerdal Skyttersamlag;DFS
10430;Glåmos Skytterlag;50;Trøndelag;10022;Nord-Østerdal Skyttersamlag;DFS
10432;Røros Skytterlag;50;Trøndelag;10022;Nord-Østerdal Skyttersamlag;DFS
10166;Haltdalen Skytterlag;50;Trøndelag;10048;Gauldal Skyttersamlag;DFS
10431;Hessdalen Skytterlag;50;Trøndelag;10022;Nord-Østerdal Skyttersamlag;DFS
10165;Budal Skytterlag;50;Trøndelag;10048;Gauldal Skyttersamlag;DFS
10943;NROF Gauldal-Røros;50;Trøndelag;10048;Gauldal Skyttersamlag;MIL
10174;Singsås Skytterlag;50;Trøndelag;10048;Gauldal Skyttersamlag;DFS
10175;Soknedal Skytterlag;50;Trøndelag;10048;Gauldal Skyttersamlag;DFS
10762;Flå (Uttrøndelag) Skytterlag;50;Trøndelag;10046;Uttrøndelag Skyttersamlag;DFS
10167;Hovin (Gauldal) Skytterlag;50;Trøndelag;10048;Gauldal Skyttersamlag;DFS
10767;Hølonda Skytterlag;50;Trøndelag;10046;Uttrøndelag Skyttersamlag;DFS
10778;Skaun Skytterlag;50;Trøndelag;10046;Uttrøndelag Skyttersamlag;DFS
10768;Klæbu Skytterlag;50;Trøndelag;10046;Uttrøndelag Skyttersamlag;DFS
10981;NROF Sør-Trøndelag;50;Trøndelag;10046;Uttrøndelag Skyttersamlag;MIL
10766;Hommelvik Skytterlag;50;Trøndelag;10046;Uttrøndelag Skyttersamlag;DFS
10772;Malvik Skytterlag;50;Trøndelag;10046;Uttrøndelag Skyttersamlag;DFS
10787;Mostadmark Skytterlag;50;Trøndelag;10046;Uttrøndelag Skyttersamlag;DFS
10777;Selbu Skytterlag;50;Trøndelag;10046;Uttrøndelag Skyttersamlag;DFS
10785;Tydal Skytterlag;50;Trøndelag;10046;Uttrøndelag Skyttersamlag;DFS
10773;Meråker Skytterlag;50;Trøndelag;10046;Uttrøndelag Skyttersamlag;DFS
10782;Stordalen Skytterlag;50;Trøndelag;10046;Uttrøndelag Skyttersamlag;DFS
10761;Floren Skytterlag;50;Trøndelag;10046;Uttrøndelag Skyttersamlag;DFS
10764;Hegra Skytterlag;50;Trøndelag;10046;Uttrøndelag Skyttersamlag;DFS
10771;Lånke Skytterlag;50;Trøndelag;10046;Uttrøndelag Skyttersamlag;DFS
10974;Nrof Stjørdal;50;Trøndelag;10046;Uttrøndelag Skyttersamlag;MIL
10779;Skjelstadmark Skytterlag;50;Trøndelag;10046;Uttrøndelag Skyttersamlag;DFS
10781;Stjørdal Skytterlag;50;Trøndelag;10046;Uttrøndelag Skyttersamlag;DFS
10309;Frosta Skytterlag;50;Trøndelag;10044;Inntrøndelag Skyttersamlag;DFS
10334;Aasen Skytterlag;50;Trøndelag;10044;Inntrøndelag Skyttersamlag;DFS
10318;Levanger og Frol Skytterlag;50;Trøndelag;10044;Inntrøndelag Skyttersamlag;DFS
10333;Markabygda Skytterlag;50;Trøndelag;10044;Inntrøndelag Skyttersamlag;DFS
10953;Nrof Innherred;50;Trøndelag;10044;Inntrøndelag Skyttersamlag;MIL
10324;Skogn Skytterlag;50;Trøndelag;10044;Inntrøndelag Skyttersamlag;DFS
10312;Helgådal Skytterlag;50;Trøndelag;10044;Inntrøndelag Skyttersamlag;DFS
10314;Inndal Skytterlag;50;Trøndelag;10044;Inntrøndelag Skyttersamlag;DFS
10327;Stiklestad og Vuku Skytterlag;50;Trøndelag;10044;Inntrøndelag Skyttersamlag;DFS
10328;Verdal Søndre Skytterlag;50;Trøndelag;10044;Inntrøndelag Skyttersamlag;DFS
10319;Malm Skytterlag;50;Trøndelag;10044;Inntrøndelag Skyttersamlag;DFS
10329;Verrastranda Skytterlag;50;Trøndelag;10044;Inntrøndelag Skyttersamlag;DFS
10330;Ytre Verran Skytterlag;50;Trøndelag;10044;Inntrøndelag Skyttersamlag;DFS
10322;Namdalseid og Lyngen Skytterlag;50;Trøndelag;10044;Inntrøndelag Skyttersamlag;DFS
10325;Snåsa Skytterlag;50;Trøndelag;10044;Inntrøndelag Skyttersamlag;DFS
10362;Lierne Skytterlag;50;Trøndelag;10047;Namdal Skyttersamlag;DFS
10361;Røyrvik Skytterlag;50;Trøndelag;10047;Namdal Skyttersamlag;DFS
10354;Namsskogan Skytterlag;50;Trøndelag;10047;Namdal Skyttersamlag;DFS
10359;Skorovas Skytterlag;50;Trøndelag;10047;Namdal Skyttersamlag;DFS
10343;Grong Skytterlag;50;Trøndelag;10047;Namdal Skyttersamlag;DFS
10345;Harran Skytterlag;50;Trøndelag;10047;Namdal Skyttersamlag;DFS
10346;Høylandet Skytterlag;50;Trøndelag;10047;Namdal Skyttersamlag;DFS
10352;Meihatten Skytterlag;50;Trøndelag;10047;Namdal Skyttersamlag;DFS
10962;NROF Namdalen;50;Trøndelag;10047;Namdal Skyttersamlag;MIL
10357;Overhalla Skytterlag;50;Trøndelag;10047;Namdal Skyttersamlag;DFS
10347;Jøa Skytterlag;50;Trøndelag;10047;Namdal Skyttersamlag;DFS
10353;Mo og Salsnes Skytterlag;50;Trøndelag;10047;Namdal Skyttersamlag;DFS
10341;Flatanger Skytterlag;50;Trøndelag;10047;Namdal Skyttersamlag;DFS
10358;Vikna Skytterlag;50;Trøndelag;10047;Namdal Skyttersamlag;DFS
10342;Gravvik og Aarsetfjorden Skytterlag;50;Trøndelag;10047;Namdal Skyttersamlag;DFS
10350;Kolvereid Skytterlag;50;Trøndelag;10047;Namdal Skyttersamlag;DFS
10344;Gutvik skytterlag;50;Trøndelag;10047;Namdal Skyttersamlag;DFS
10351;Leka Skytterlag;50;Trøndelag;10047;Namdal Skyttersamlag;DFS
10332;Framverran Skytterlag;50;Trøndelag;10044;Inntrøndelag Skyttersamlag;DFS
10315;Inderøy Skytterlag;50;Trøndelag;10044;Inntrøndelag Skyttersamlag;DFS
10320;Mosvik Skytterlag;50;Trøndelag;10044;Inntrøndelag Skyttersamlag;DFS
10323;Røra Skytterlag;50;Trøndelag;10044;Inntrøndelag Skyttersamlag;DFS
10151;Hasselvika Skytterlag;50;Trøndelag;10045;Fosen Skyttersamlag;DFS
10317;Leksvik Skytterlag;50;Trøndelag;10044;Inntrøndelag Skyttersamlag;DFS
10156;Rissa Skytterlag;50;Trøndelag;10045;Fosen Skyttersamlag;DFS
10158;Stadsbygd Skytterlag;50;Trøndelag;10045;Fosen Skyttersamlag;DFS
10162;Sørfjorden Skytterlag;50;Trøndelag;10045;Fosen Skyttersamlag;DFS
10163;Vanvik Skytterlag;50;Trøndelag;10045;Fosen Skyttersamlag;DFS
2085215;Karlstad-Ulvsby Skytteförening;;;343582;Sverige;UTL
10819;NC Nord-Norge 2011;;;10056;Vefsn Skyttersamlag;MIL
10789;NC Trøndelag 2011;;;10046;Uttrøndelag Skyttersamlag;MIL
